publication, user, type, topic, publication_description, quality, num_likes, num_comments, num_share, date, users_tagged
1170,100,Text,Animals,Book of 100 animals,0.21944431469220804,5,1,1,84,4
1171,178,Image,Animals,Rabbit sleeping,0.2978019059930366,0,0,0,84,4
1172,187,Video,TV show,Dog watching the TV,0.09566694141378307,2,0,0,84,6
1173,202,Image,Sports,Watching football on the TV,0.9726534932992276,21,8,6,84,1
1174,30,Video,Sports,Palau Blaugrana show,0.30533677160501826,0,0,0,84,1
1175,984,Image,Animals,Family in the safari,0.7250439817184201,7,2,1,84,2
1176,989,Image,Animals,Dog eating,0.7132039911430847,6,5,4,84,1
1177,334,Image,Sports,Tokio Olympic games,0.9561761967741196,24,10,8,84,1
1178,560,Image,Music Artist,Boy and girl dancing,0.4811943729916863,2,0,0,84,7
1179,845,Image,TV show,Tv comedy,0.6604936716213253,8,4,3,84,4
1180,843,Video,Sports,Mbappe coming to Madrid,0.09668728681750649,0,0,0,84,2
1181,183,Video,Music Artist,Piano classes academy,0.7332020384561138,8,3,1,84,4
1182,331,Image,Music Artist,Viñarock tickets,0.8957420739192877,19,5,4,84,6
1183,879,Image,Computer games,Play store menu,0.2999703468242866,2,1,0,84,6
1184,548,Image,Sports,Tokio Olympic games,6.437192421717697E-4,1,1,0,85,5
1185,908,Video,Sports,Palau Blaugrana show,0.9799605634787735,18,5,4,85,7
1186,767,Image,Animals,Cat with glasses and smiling,0.7086775169753731,14,4,3,85,4
1187,72,Video,TV show,Almodovar on the Oscars gala,0.29667381445532637,2,1,1,85,6
1188,541,Text,Animals,Happy zebra playing on the floor,0.9025013738392341,42,18,15,85,8
1189,380,Video,Computer games,Auronplay playing Minecraft,0.7801004284222529,17,6,6,85,6
1190,409,Text,Sports,Watching football on the TV,0.3465584278983984,2,1,1,85,5
1191,225,Image,TV show,Arcane breaking rankings,0.21659594498798318,1,0,0,85,1
1192,297,Image,TV show,Tv comedy,0.9264648403869075,22,8,8,85,3
1193,107,Image,Sports,Kid watching champions league on mobile phone,0.8012600529491732,22,6,4,85,7
1194,817,Image,News and present,Messi is angry,0.7183431629196901,8,5,4,85,5
1195,602,Image,Computer games,Flappy bird creator,0.007995032518227974,0,0,0,85,8
1196,819,Text,Music Artist,Piano classes academy,0.7327810805437033,10,3,3,85,7
1197,674,Text,Music Artist,AC/DC playing the guitar,0.992828534779916,21,9,6,85,9
1198,752,Image,Animals,Dog sleeping in bed,0.4970326214479318,3,1,0,85,0
1199,547,Image,Animals,Elephant walking,0.10990851736857843,0,0,0,85,2
1200,925,Image,Sports,Mbappe coming to Madrid,0.7236112030423526,4,2,1,85,3
1201,72,Image,Food,Dad cooking rice,0.6874467663069845,22,11,7,86,7
1202,82,Video,Food,Cheese fondue in Switzerland,0.5184431349232058,3,0,0,86,7
1203,824,Text,Sports,Lakers vs Miami match,0.8690093752441918,15,9,5,86,0
1204,995,Image,Music Artist,AC/DC playing the guitar,0.6681344365990456,3,0,0,86,4
1205,830,Image,Computer games,Friends playing games on the sofa,0.7496788394563902,8,4,4,86,7
1206,156,Text,Food,Family eating lasagne,0.32643650303022664,1,0,0,86,5
1207,962,Image,Music Artist,Boy and girl dancing,0.8059785047727482,6,3,2,86,6
1208,469,Image,Sports,Mbappe coming to Madrid,0.9854353552197371,12,5,4,86,0
1209,291,Text,Animals,Happy zebra playing on the floor,0.4318602750948607,6,2,1,86,3
1210,875,Image,Music Artist,Elvis Presley show,0.04561215226210802,0,0,0,86,9
1211,783,Image,Drink Brand,Heineken advertisement,0.3154053026957323,4,0,0,86,5
1212,471,Image,TV show,Arcane breaking rankings,0.7191260124072197,4,2,2,86,7
1213,552,Image,Sports,Lakers vs Miami match,0.16859162718533438,2,0,0,86,4
1214,302,Image,Travels,Climbing a mountain,0.7567922788111703,18,6,6,86,6
1215,742,Video,Music Artist,Piano classes academy,0.555706905274142,4,4,3,86,2
1216,651,Video,Music Artist,Pink Floyd doing a talk,0.2558705207886237,3,2,2,86,3
1217,441,Video,Sports,Kid playing tennis,0.3450194371888593,5,2,1,87,5
1218,647,Image,TV show,Black Batman costume,0.9862557629892911,16,7,4,87,4
1219,963,Image,Sports,Tokio Olympic games,0.412675890370348,4,2,2,87,1
1220,856,Text,TV show,Family going to the cinema,0.5895982790003103,10,3,2,87,10
1221,142,Video,Animals,Family in the safari,0.1863058954074216,2,0,0,87,5
1222,511,Text,TV show,Black Batman costume,0.9118723208637841,20,3,2,87,4
1223,57,Video,TV show,Breaking bad scene,0.9163138871356429,31,11,9,87,7
1224,734,Image,Sports,Visitors watching the Camp Nou,0.4375407226566326,5,0,0,87,5
1225,380,Image,Sports,Watching football on the TV,0.4242585687996101,1,0,0,87,4
1226,414,Video,TV show,Breaking bad scene,0.8773435326225706,21,8,8,87,8
1227,703,Image,Music Artist,Viñarock tickets,0.380358360047528,4,1,1,87,2
1228,420,Image,TV show,Breaking bad scene,0.9539960189317294,10,3,3,87,6
1229,646,Text,Music Artist,Listening queen on the bed,0.2952175740198235,1,0,0,87,4
1230,624,Video,Food,Spanish Cuisine,0.02859284583546351,0,0,0,87,0
1231,237,Image,Sports,Kid playing tennis,0.1498734870668501,1,0,0,87,0
1232,366,Video,Drink Brand,Green Fanta on the supermarket,0.7803235406624688,6,2,0,88,7
1233,617,Image,Food,Italian pizza with cheese,0.037984028957135485,0,0,0,88,5
1234,558,Image,Animals,Family in the safari,0.5635188228439807,6,1,0,88,4
1235,316,Text,TV show,The Great British Baking Show,0.005216160235381739,0,0,0,88,2
1236,562,Text,Animals,Elephant walking,0.8115940798101321,35,10,8,88,6
1237,39,Image,Music Artist,Driving a car with music,0.13350803938716005,0,0,0,88,6
1238,233,Image,Travels,Dancing on Machu Picchu,0.2658833090039011,1,0,0,88,4
1239,63,Text,Music Artist,Driving a car with music,0.8056224641480358,18,9,7,88,3
1240,942,Video,Animals,Human touching his cat,0.7241760873185162,12,5,5,88,4
1241,314,Image,Music Artist,Viñarock tickets,0.7753119646697613,16,8,6,88,3
1242,905,Video,Food,Italian pizza with cheese,0.9257952571939162,6,1,1,88,1
1243,100,Video,Sports,Kid watching champions league on mobile phone,0.021966683246340768,0,0,0,88,0
1244,882,Image,Drink Brand,Drinking alcohol,0.34338098656004334,1,0,0,88,3
1245,987,Text,Music Artist,Boy and girl dancing,0.007957822983176377,1,0,0,88,6
1246,503,Image,Music Artist,Eminem singing on NFL,0.8311704500198184,28,8,5,88,8
1247,108,Video,TV show,Family going to the cinema,0.04318247743090098,0,0,0,88,3
1248,735,Video,TV show,Kid watching Better Call Saul,0.6442280092514969,5,2,2,88,5
1249,253,Image,Animals,Humans visiting the zoo,0.6068912042014548,12,5,2,88,4
1250,900,Image,Sports,Playing paddle,0.6410915901881193,8,4,2,88,7
1251,414,Image,Animals,Book of 100 animals,0.23132069178626669,0,0,0,88,3
1252,593,Video,TV show,Arcane breaking rankings,0.49511558882779316,6,2,2,88,5
1253,403,Text,Animals,Cat eating,0.02606693796060211,2,0,0,88,5
1254,419,Text,Sports,Watching football on the TV,0.4477036002806044,3,1,0,88,5
1255,488,Text,TV show,Arcane breaking rankings,0.7551430988902078,12,5,3,88,4
1256,794,Image,News and present,The first malaria vaccine,0.5058195651236412,7,0,0,88,2
1257,296,Video,Sports,Mbappe coming to Madrid,0.5732253799531759,6,3,3,89,5
1258,77,Video,Music Artist,Eminem singing on NFL,0.5069478031585616,4,2,1,89,3
1259,98,Text,Food,Chorizo a la sidra,0.014421348532610678,0,0,0,89,3
1260,539,Image,Sports,Kid playing tennis,0.33801873786390335,1,1,0,89,4
1261,823,Image,TV show,Watching the TV having dinner,0.2147545085137189,0,0,0,89,4
1262,50,Text,Sports,Cat playing football,0.707838560065023,15,3,2,89,8
1263,657,Text,Sports,Mbappe coming to Madrid,0.14651099418733848,1,1,1,89,8
1264,837,Image,Music Artist,Driving a car with music,0.8231122967607825,12,6,4,89,6
1265,491,Image,Animals,Dog sleeping in bed,0.2783912220114757,0,0,0,89,6
1266,704,Image,Sports,Visitors watching the Camp Nou,0.6833811866511235,11,6,6,89,8
1267,634,Image,Sports,Playing paddle,0.02456998237427266,0,0,0,89,3
1268,68,Video,TV show,Almodovar on the Oscars gala,0.3718754605410802,2,0,0,89,8
1269,588,Video,Music Artist,AC/DC playing the guitar,0.2198931728344935,2,1,0,89,6
1270,866,Text,TV show,Black Batman costume,0.8168919390598885,3,2,1,89,3
1271,123,Text,Music Artist,AC/DC playing the guitar,0.49169347746561676,4,2,0,90,0
1272,735,Text,Sports,Palau Blaugrana show,0.39662239829932266,1,0,0,90,6
1273,662,Image,Music Artist,AC/DC playing the guitar,0.19026911318383555,2,1,0,90,10
1274,679,Text,Computer games,Ibai Llanos streaming,0.7146636014916247,4,2,2,90,6
1275,52,Image,Animals,Happy zebra playing on the floor,0.3169290729540559,0,0,0,90,4
1276,725,Image,TV show,Arcane breaking rankings,0.04633837320124923,0,0,0,90,6
1277,992,Video,Music Artist,Viñarock tickets,0.3949194646151034,2,1,1,90,6
1278,83,Image,TV show,Dog watching the TV,0.6604143562470692,14,6,5,90,7
1279,5,Image,Food,Coca-Cola factory visitors,0.6982968455744093,23,4,3,90,9
1280,967,Image,TV show,Almodovar on the Oscars gala,0.9157121645983454,5,2,1,90,5
1281,285,Video,Music Artist,Piano classes academy,0.8016428875023294,19,7,5,90,4
1282,463,Image,TV show,Kid watching Better Call Saul,0.8179045696060626,9,1,1,90,7
1283,11,Video,TV show,Black Batman costume,0.8707186686699074,19,6,3,90,6
1284,779,Text,Animals,Sad dog playing with a ball,0.9765064780974945,16,7,6,90,3
1285,103,Video,Music Artist,Viñarock tickets,0.4930433043962965,4,2,2,90,7
1286,210,Video,Computer games,Buying on Steam,0.7386346956943353,7,4,1,90,4
1287,376,Video,Music Artist,Michael Jackson dancing,0.013639015830414936,0,0,0,90,7
1288,32,Video,Animals,Sad dog playing with a ball,0.8631857531145058,37,11,9,90,8
1289,719,Image,Sports,Tokio Olympic games,0.31736533975636105,5,0,0,90,7
1290,307,Video,TV show,Dog watching the TV,0.19176055213614518,0,0,0,90,5
1291,664,Text,Sports,Palau Blaugrana show,0.10300590819920719,0,0,0,90,7
1292,821,Image,Sports,Palau Blaugrana show,0.5313231706735757,9,5,3,91,9
1293,238,Image,Computer games,Computer games shop,0.3665508914144362,2,0,0,91,8
1294,276,Text,Sports,Cat playing football,0.3234660069521851,3,0,0,91,4
1295,258,Image,TV show,Watching the TV having dinner,0.2543305445849172,2,0,0,91,4
1296,168,Video,Music Artist,Elvis Presley show,0.6141986626864135,8,4,4,91,7
1297,500,Video,TV show,Watching the TV having dinner,0.42094168587480274,5,1,1,91,2
1298,873,Text,TV show,The Great British Baking Show,0.7217824760378514,3,1,1,91,0
1299,745,Text,TV show,Arcane breaking rankings,0.43247649910265507,1,1,1,91,5
1300,821,Text,Music Artist,Driving a car with music,0.4927754108356158,10,4,4,91,8
1301,950,Image,Computer games,Flappy bird creator,0.9585002849842077,15,10,8,91,6
1302,418,Image,Food,Glass in the microwave,0.7270457612097136,15,7,5,91,8
1303,893,Image,Music Artist,Driving a car with music,0.9303805142388459,26,7,6,91,4
1304,276,Image,Sports,Palau Blaugrana show,0.3406853538386373,1,0,0,91,6
1305,897,Text,Animals,Grey cat jumping,0.7923019542537049,7,0,0,91,2
1306,929,Image,Sports,Visitors watching the Camp Nou,0.8297298261965043,2,1,1,91,3
1307,441,Image,Sports,Watching football on the TV,0.9307058551872711,23,9,7,91,6
1308,623,Image,TV show,Black Batman costume,0.7739442791429839,4,2,1,91,7
1309,53,Image,TV show,Almodovar on the Oscars gala,0.4659970139261126,3,1,0,91,3
1310,157,Image,TV show,Almodovar on the Oscars gala,0.1769509370616834,0,0,0,91,7
1311,452,Video,Drink Brand,Red bull event,0.7459022098243265,3,0,0,91,8
1312,67,Image,Animals,Humans visiting the zoo,0.8270504723548274,31,13,7,92,0
1313,257,Image,Music Artist,Viñarock tickets,0.7565295261023168,9,2,2,92,5
1314,363,Image,Sports,Mbappe coming to Madrid,0.12578471605227726,1,0,0,92,6
1315,569,Image,TV show,Dog watching the TV,0.900548804495026,13,5,4,92,6
1316,828,Text,Food,Italian pizza with cheese,0.08089166629750999,5,1,1,92,3
1317,14,Image,TV show,Black Batman costume,0.7749633220336966,14,1,1,92,0
1318,284,Image,Sports,Kid playing tennis,0.4597024722047328,5,1,1,92,5
1319,25,Image,TV show,Dog watching the TV,0.9920087254857184,26,12,3,92,8
1320,775,Image,TV show,Black Batman costume,0.20343862999381246,4,1,1,92,10
1321,166,Image,Computer games,Buying on Steam,0.8675978201819106,17,10,8,92,0
1322,500,Image,Computer games,Flappy bird creator,0.4213863970119789,5,3,1,92,2
1323,367,Image,Animals,Dog raising her dogs,0.939507466545789,16,5,3,92,8
1324,205,Text,TV show,Arcane breaking rankings,0.5913239486351242,18,5,3,92,5
1325,124,Video,TV show,Dog watching the TV,0.2790069817533525,0,0,0,93,8
1326,968,Image,Music Artist,Boy and girl dancing,0.47023362648629285,9,3,3,93,3
1327,796,Text,Music Artist,Listening queen on the bed,0.3714740980833884,1,0,0,93,2
1328,471,Image,Music Artist,Listening queen on the bed,0.8220797108022743,12,3,2,93,6
1329,263,Video,TV show,Kid watching Better Call Saul,0.9086144794292146,21,7,6,93,1
1330,62,Image,Animals,Dog sleeping in bed,0.6762537602345666,37,18,13,93,5
1331,430,Image,Music Artist,Elvis Presley show,0.4786943155936222,3,0,0,94,6
1332,167,Video,Music Artist,Rap battle on the street,0.5164449090120651,6,0,0,94,2
1333,685,Image,Animals,Book of 100 animals,0.49917419242301997,1,0,0,94,6
1334,905,Text,TV show,Dog watching the TV,0.594115992149397,2,0,0,94,8
1335,352,Video,Music Artist,Michael Jackson dancing,0.5165743291033588,6,2,2,94,1
1336,360,Video,Food,Spanish Cuisine,0.6969094767639906,9,4,4,94,7
1337,650,Video,Computer games,Friends playing games on the sofa,0.05990272752429293,0,0,0,94,6
1338,668,Image,Music Artist,1M of assistants in a concert,0.5572650650940933,14,2,1,94,1
1339,587,Video,Music Artist,Eminem singing on NFL,0.8816807672189841,11,3,3,94,8
1340,856,Image,Food,Workers picking coffee,0.057073246289385926,0,0,0,94,9
1341,142,Text,Animals,Turtle eating,0.5929696054953343,13,5,4,94,2
1342,699,Image,Music Artist,Michael Jackson dancing,0.06709879721435896,1,0,0,94,5
1343,320,Text,News and present,Economic recovery and inflation,0.6104439595170057,12,3,2,94,2
1344,697,Text,TV show,Dog watching the TV,0.6610887440330867,11,4,1,94,4
1345,852,Video,Sports,Kid watching champions league on mobile phone,0.2829283122511822,2,2,2,94,9
1346,268,Image,News and present,Putin negates Ukraine peace agreement,0.7122121028354669,18,6,5,94,5
1347,167,Image,Food,Local food contest,0.274379097303437,2,1,1,94,6
1348,702,Video,TV show,Dog watching the TV,0.7820866450708293,5,3,2,94,4
1349,816,Image,TV show,Breaking bad scene,0.18339770217717,2,0,0,96,3
1350,310,Image,Music Artist,Piano classes academy,0.3280600901726448,0,0,0,96,4
1351,608,Text,Music Artist,Rap battle on the street,0.07092268171050597,0,0,0,96,7
1352,481,Text,TV show,Kid watching Better Call Saul,0.8653870384115679,10,3,2,96,0
1353,255,Image,Music Artist,1M of assistants in a concert,0.7241167070199215,9,6,4,96,7
1354,787,Text,Animals,Cat eating,0.03873699045582235,1,0,0,96,2
1355,777,Text,Food,Dad cooking rice,0.84287044184322,9,2,0,96,4
1356,179,Image,Music Artist,Family singing,0.44678886229682835,6,1,0,96,1
1357,908,Image,TV show,Arcane breaking rankings,0.06378374544122845,0,0,0,96,5
1358,169,Image,Drink Brand,Drinking alcohol,0.34951432050195197,0,0,0,96,8
1359,631,Video,Music Artist,1M of assistants in a concert,0.8912680641631574,23,8,7,96,0
1360,538,Video,TV show,Dog watching the TV,0.2753780623668207,2,1,1,96,9
1361,627,Image,Music Artist,AC/DC playing the guitar,0.17589283246904586,0,0,0,96,8
1362,907,Image,Music Artist,Boy and girl dancing,0.8856499793407143,11,4,3,96,2
1363,594,Image,Animals,Human playing with his dog,0.32929731322664313,7,2,2,97,6
1364,879,Video,Travels,Family visiting the Eiffel Tower,0.4960319598274543,6,3,3,97,3
1365,82,Image,TV show,Tv comedy,0.8752388137237438,18,8,7,97,1
1366,273,Image,Sports,Cat playing football,0.9643467855077374,18,6,6,97,6
1367,109,Image,Sports,Playing paddle,0.8919575576146781,30,12,10,97,2
1368,528,Text,Animals,Dog raising her dogs,0.5576645820785674,6,1,1,97,6
1369,173,Text,Food,Food Travels,0.6240085959599782,12,3,2,97,3
1370,801,Text,Animals,Happy zebra playing on the floor,0.4997840979139553,5,2,1,97,4
1371,279,Image,Music Artist,Elvis Presley show,0.7897809435950441,15,5,4,97,10
1372,190,Video,TV show,Watching the TV having dinner,0.7838481911204844,14,5,2,97,3
1373,285,Image,TV show,Watching the TV having dinner,0.21495637449314764,4,3,2,97,7
1374,758,Video,Food,Workers picking coffee,0.8413244767283203,16,4,2,97,9
1375,337,Text,Sports,Mbappe coming to Madrid,0.5410047139888795,7,2,2,97,3
1376,843,Image,Music Artist,Rap battle on the street,0.6057879241786731,12,3,2,97,2
1377,67,Video,Sports,Tokio Olympic games,0.3283082734967856,1,1,0,97,6
1378,3,Video,Music Artist,Piano classes academy,0.9666645717930156,24,2,2,97,7
1379,272,Image,Drink Brand,Playing football with Gatorade,0.6301801174470784,8,1,1,97,6
1380,224,Image,Music Artist,Boy and girl dancing,0.453446720477949,2,0,0,97,1
1381,998,Image,TV show,Watching the TV having dinner,0.44476768361839003,1,0,0,97,2
1382,501,Image,Music Artist,Led Zeppelin singing,0.37637748350413025,3,1,0,97,9
1383,553,Text,News and present,The rise of NFTs,0.7384943699297208,9,4,3,97,5
1384,752,Text,Sports,Tokio Olympic games,0.3070813243999534,0,0,0,98,4
1385,813,Video,Music Artist,Listening queen on the bed,0.5449183735551748,10,2,2,98,6
1386,351,Text,Sports,Kid watching champions league on mobile phone,0.2760980123283717,1,0,0,98,7
1387,952,Text,Sports,Kid watching champions league on mobile phone,0.32562638506470165,0,0,0,98,1
1388,22,Image,Travels,Family visiting the Eiffel Tower,0.5192994161772972,10,2,1,98,4
1389,594,Text,News and present,Tornadoes ravage central U.S.,0.003405827097068048,0,0,0,98,2
1390,516,Image,Computer games,Red Nintendo DS,0.8491590275714451,30,15,10,98,6
1391,772,Video,Music Artist,AC/DC playing the guitar,0.3903980765782403,1,0,0,98,5
1392,433,Text,Music Artist,Boy and girl dancing,0.33632944926927044,2,1,0,98,2
1393,257,Image,Computer games,Computer games shop,0.5233422733151009,4,2,1,98,1
1394,796,Image,Sports,Lakers vs Miami match,0.19869112214366036,0,0,0,98,5
1395,475,Image,Music Artist,Piano classes academy,0.18261909809205112,2,0,0,98,7
1396,370,Video,Animals,Dog sleeping in bed,0.6431585246020041,7,2,1,98,0
1397,310,Image,Sports,Kid playing tennis,0.9093283761988995,10,3,2,99,3
1398,585,Video,Music Artist,Driving a car with music,0.5281805267158779,8,5,3,99,7
1399,814,Image,Music Artist,Eminem singing on NFL,0.2500260999106163,0,0,0,99,1
1400,563,Video,Food,Local food contest,0.8797110074114148,17,4,2,99,2
1401,969,Video,Sports,Lakers vs Miami match,0.12189469351312354,0,0,0,99,5
1402,164,Video,Computer games,Tutorial of Valorant,0.874588805086778,29,11,7,99,4
1403,226,Image,Music Artist,Family singing,0.87378855641696,13,2,2,99,9
1404,5,Text,Sports,Kid watching champions league on mobile phone,0.8474178157617436,34,15,9,99,0
1405,974,Video,Music Artist,Rap battle on the street,0.2802818993083741,0,0,0,99,0
1406,415,Video,Drink Brand,Heineken advertisement,0.5260736305296592,5,1,0,99,9
